site_code year month day hour minute second datetime time_decimal air_sample_container_id value value_unc latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
NEB 2020 6 19 19 0 0 2020-06-19T19:00:00Z 2020.4666438979964 3098-09 400.37 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491641 PC2 2021-07-21T02:00:42 H..
NEB 2020 6 21 19 0 0 2020-06-21T19:00:00Z 2020.4721083788706 3098-11 416.38 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491643 PC2 2021-07-21T02:16:28 H..
NEB 2021 11 3 19 0 0 2021-11-03T19:00:00Z 2021.8405251141553 3132-01 420.9 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496808 PC2 2021-11-24T07:52:48 ...
NEB 2021 11 5 19 0 0 2021-11-05T19:00:00Z 2021.84600456621 3132-03 421.12 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496810 PC2 2021-11-24T08:08:03 ...
NEB 2021 11 7 19 0 0 2021-11-07T19:00:00Z 2021.8514840182647 3132-05 426.99 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496812 PC2 2021-11-24T08:23:19 ...
NEB 2021 11 9 19 0 0 2021-11-09T19:00:00Z 2021.8569634703197 3132-07 426.4 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496814 PC2 2021-11-24T08:38:34 ...
NEB 2021 11 11 19 0 0 2021-11-11T19:00:00Z 2021.8624429223744 3132-09 430.81 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496816 PC2 2021-11-24T08:53:53 ...
NEB 2021 11 13 19 0 0 2021-11-13T19:00:00Z 2021.8679223744293 3132-11 425.35 0.041 39.3154 -76.583 110.95 44.0 66.95 I 496818 PC2 2021-11-24T09:09:09 ...
NEB 2021 11 23 17 40 0 2021-11-23T17:40:00Z 2021.8951674277016 3909-01 424.68 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497710 PC2 2021-12-14T05:36:01 ...
NEB 2021 11 26 19 0 0 2021-11-26T19:00:00Z 2021.9035388127854 3909-03 424.18 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497712 PC2 2021-12-14T05:51:15 ...
NEB 2021 11 28 19 0 0 2021-11-28T19:00:00Z 2021.9090182648401 3909-05 427.57 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497714 PC2 2021-12-14T06:06:33 ...
NEB 2021 11 30 19 0 0 2021-11-30T19:00:00Z 2021.914497716895 3909-07 441.26 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497716 PC2 2021-12-14T06:21:50 ...
NEB 2021 12 2 19 0 0 2021-12-02T19:00:00Z 2021.9199771689498 3909-09 437.19 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497718 PC2 2021-12-14T06:37:04 ...
NEB 2021 12 4 19 0 0 2021-12-04T19:00:00Z 2021.9254566210045 3909-11 440.0 0.041 39.3154 -76.583 110.95 44.0 66.95 I 497720 PC2 2021-12-14T06:52:18 ...
